epoch,train_loss,val_loss,val_auroc_macro,lr,auroc_Atelectasis,auroc_Cardiomegaly,auroc_Effusion,auroc_Infiltration,auroc_Mass,auroc_Nodule,auroc_Pneumonia,auroc_Pneumothorax,auroc_Consolidation,auroc_Edema,auroc_Emphysema,auroc_Fibrosis,auroc_Pleural_Thickening,auroc_Hernia
14,0.7384218066652245,0.6694583813349406,0.6952577233314514,6.980398830195785e-05,0.7369038462638855,0.812301516532898,0.839460551738739,0.6739648580551147,0.62158203125,0.6326984167098999,0.520108699798584,0.7560306787490845,0.7584788799285889,0.9211858510971069,0.7606010437011719,0.6902654767036438,0.5780602693557739,0.4319654703140259
15,0.7377367448583941,0.6496366600195567,0.6989628076553345,6.434016163555452e-05,0.7326105833053589,0.8222222328186035,0.8399600386619568,0.6706249713897705,0.6102120876312256,0.6438094973564148,0.573913037776947,0.7771381139755249,0.7557696104049683,0.9197397232055664,0.7721239328384399,0.6851954460144043,0.5717918276786804,0.4103671908378601
16,0.7339215757690858,0.6364151060581207,0.7001420855522156,5.868240888334653e-05,0.7400234341621399,0.8416666984558105,0.8345987796783447,0.6762109398841858,0.6193498373031616,0.6299206018447876,0.602989137172699,0.7754934430122375,0.7642986178398132,0.8922632336616516,0.7815265655517578,0.6770833134651184,0.5756356716156006,0.3909287452697754
17,0.7299159263896051,0.6264089643955231,0.7054120898246765,5.290724144552379e-05,0.7443785667419434,0.8290476202964783,0.8348984122276306,0.6750195026397705,0.6173270344734192,0.6408730149269104,0.637499988079071,0.8027686476707458,0.7670078277587891,0.8991323113441467,0.7939712405204773,0.670261800289154,0.5661738514900208,0.3974081873893738
18,0.723399595122471,0.6437303284804027,0.7101656794548035,4.709275855447621e-05,0.7380158305168152,0.8440475463867188,0.8356310725212097,0.679003894329071,0.6170479655265808,0.6365079283714294,0.6432064771652222,0.7952302694320679,0.772024929523468,0.8926247358322144,0.784660816192627,0.6927543878555298,0.5795978903770447,0.4319654703140259
19,0.7219434503082917,0.6363575120766958,0.710400402545929,4.131759111665349e-05,0.7400234937667847,0.8507936000823975,0.8383283615112305,0.6782617568969727,0.6196986436843872,0.6337301731109619,0.6347825527191162,0.7926260828971863,0.7631949186325073,0.898047685623169,0.7727692127227783,0.7048303484916687,0.5757539868354797,0.4427645802497864
20,0.7150421198283401,0.6340368787447611,0.7150604128837585,3.5659838364445505e-05,0.7355757355690002,0.847777783870697,0.8305361270904541,0.6786718964576721,0.60595703125,0.6408730745315552,0.6627717018127441,0.7872806787490845,0.7632951736450195,0.8926247358322144,0.7792220115661621,0.707411527633667,0.5734477043151855,0.5053995847702026
21,0.7122355894507649,0.648840015133222,0.7167621850967407,3.019601169804216e-05,0.7398381233215332,0.8557936549186707,0.8300366401672363,0.6836523413658142,0.6273019313812256,0.6452381014823914,0.654076099395752,0.772889256477356,0.7699177265167236,0.8828633427619934,0.7701880931854248,0.705199122428894,0.5782376527786255,0.5194384455680847
22,0.7072533658731763,0.6470567166805268,0.7150742411613464,2.500000000000001e-05,0.7358227968215942,0.8653174638748169,0.8258408308029175,0.6840039491653442,0.6217912435531616,0.6559523344039917,0.648369550704956,0.7686403393745422,0.7806541919708252,0.8962400555610657,0.7735989093780518,0.6877765655517578,0.5691897869110107,0.49784016609191895
23,0.7107181905586029,0.654531654715538,0.7186235785484314,2.0142070414860704e-05,0.7435445785522461,0.8553174734115601,0.8232433795928955,0.6833789348602295,0.62255859375,0.6588889360427856,0.6755434274673462,0.7611019611358643,0.7693156599998474,0.8832248449325562,0.7734144926071167,0.6997603178024292,0.5725606083869934,0.5388768911361694
24,0.7042370232466225,0.6540337711572647,0.7155559062957764,1.5687918106563326e-05,0.7409501075744629,0.8615872859954834,0.823543131351471,0.6845703125,0.6314871311187744,0.6476984024047852,0.6429347991943359,0.766173243522644,0.7801525592803955,0.8955169916152954,0.7653023600578308,0.6918326020240784,0.5784742832183838,0.5075594186782837
25,0.7050676440524164,0.6518828163544337,0.7239536046981812,1.1697777844051105e-05,0.7407647371292114,0.8631746172904968,0.8259740471839905,0.6807422041893005,0.6296735405921936,0.6513491868972778,0.658152163028717,0.7709704041481018,0.7713225483894348,0.8926247358322144,0.7757190465927124,0.7006821632385254,0.5802483558654785,0.593952476978302
26,0.702681366528306,0.6447568933169047,0.7215569019317627,8.225609429353187e-06,0.7451198101043701,0.8705555200576782,0.8233766555786133,0.6780859231948853,0.6373465061187744,0.6421428918838501,0.6499999761581421,0.7643914222717285,0.7768412828445435,0.8864786624908447,0.7764565348625183,0.6933997273445129,0.5830869674682617,0.5745140314102173
27,0.7005221320089893,0.6541069209575653,0.7178359627723694,5.318367983829392e-06,0.7391277551651001,0.8684127330780029,0.8237762451171875,0.6838867664337158,0.6316964626312256,0.6542856693267822,0.6611412763595581,0.7730263471603394,0.7757375240325928,0.8872017860412598,0.772584855556488,0.6948745846748352,0.5731519460678101,0.5107991695404053
28,0.7032147824207199,0.6553032408157985,0.7195166945457458,3.0153689607045845e-06,0.7408574223518372,0.8600000143051147,0.8215451240539551,0.679882824420929,0.6360909938812256,0.6589682698249817,0.675543487071991,0.7543860077857971,0.7649006843566895,0.876355767250061,0.7705568075180054,0.6991150379180908,0.5756357312202454,0.5593952536582947
29,0.697377169800696,0.6693710168202718,0.7191903591156006,1.3477564710088098e-06,0.7386953830718994,0.8698412775993347,0.8237096667289734,0.6805273294448853,0.6270228624343872,0.6530952453613281,0.6489130258560181,0.7682291269302368,0.7667068243026733,0.8857555985450745,0.771109938621521,0.6891592741012573,0.5832643508911133,0.5626350045204163
30,0.6986410829508416,0.6501606603463491,0.7196983695030212,1.0000000000000002e-06,0.7414442896842957,0.8680158853530884,0.8255743980407715,0.675234317779541,0.6337890625,0.6507936716079712,0.657336950302124,0.7667214870452881,0.77132248878479,0.886117160320282,0.7853982448577881,0.6904498338699341,0.579302191734314,0.5442764759063721
